Instrument,Action,Type,Quantity,Limit,Stop,State,Filled,Avg. price,Remaining,Name,Strategy,OCO,Time,Cancel,
MNQ MAR24,Sell,Stop Market,1,16921.50,16921.50,Cancelled,0,0,1,Stop Loss Keltner channel B,,212b1ef4-8458-4a88-af7c-cea85636bfa71531597205,12/21/2023 9:34:15 AM,,
MNQ MAR24,Sell,Limit,1,16923.50,16922.00,Cancelled,0,0,1,K.Chan Offset 3 C,,12ed333e-2fa3-45e2-a39f-db4ddefcb1591930967731,12/21/2023 9:34:15 AM,,
MNQ MAR24,Sell,Limit,1,16923.50,16921.50,Cancelled,0,0,1,K.Chan Offset 2 B,,212b1ef4-8458-4a88-af7c-cea85636bfa71531597205,12/21/2023 9:34:15 AM,,
MNQ MAR24,Sell,Stop Market,1,16921.50,16921.50,Cancelled,0,0,1,Stop Loss Keltner channel A,,705d4eca-8695-4a48-9c8c-ac37c0fa9db61056692591,12/21/2023 9:34:15 AM,,
MNQ MAR24,Sell,Stop Market,1,16919.00,16919.00,Cancelled,0,0,1,Stop Loss Keltner channel C,,12ed333e-2fa3-45e2-a39f-db4ddefcb1591930967731,12/21/2023 9:34:15 AM,,
MNQ MAR24,Sell,Limit,1,16923.25,16921.00,Cancelled,0,0,1,K.Chan Offset 1 A,,705d4eca-8695-4a48-9c8c-ac37c0fa9db61056692591,12/21/2023 9:34:15 AM,,
MNQ MAR24,Buy,Market,1,16921.25,16921.25,Filled,1,16923,0,Buy Market Entry C,,,12/21/2023 9:34:15 AM,,
MNQ MAR24,Buy,Market,1,16921.25,16921.25,Filled,1,16923,0,Buy Market Entry B,,,12/21/2023 9:34:15 AM,,
MNQ MAR24,Buy,Market,1,16921.25,16921.25,Filled,1,16922.75,0,Buy Market Entry A,,,12/21/2023 9:34:14 AM,,
MNQ MAR24,Buy to cover,Market,3,0,0,Filled,3,16921.5,0,Close Short,,,12/21/2023 9:34:14 AM,,
MNQ MAR24,Buy to cover,Limit,1,16917.75,16920.00,Cancelled,0,0,1,K.Chan Offset 3 C,,48d1797d-f0f5-4b40-8922-68793d7b4c981486708524,12/21/2023 9:34:14 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16920.00,16920.00,Cancelled,0,0,1,Stop Loss Keltner channel A,,8690afe5-b240-42cc-a048-ecc14800e0cd261543802,12/21/2023 9:34:14 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16923.00,16923.00,Cancelled,0,0,1,Stop Loss Keltner channel C,,48d1797d-f0f5-4b40-8922-68793d7b4c981486708524,12/21/2023 9:34:14 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16920.00,16920.00,Cancelled,0,0,1,Stop Loss Keltner channel B,,04600399-a3aa-4210-81a8-3b084d2015eb1006104107,12/21/2023 9:34:14 AM,,
MNQ MAR24,Buy to cover,Limit,1,16917.25,16920.50,Cancelled,0,0,1,K.Chan Offset 2 B,,04600399-a3aa-4210-81a8-3b084d2015eb1006104107,12/21/2023 9:34:14 AM,,
MNQ MAR24,Buy to cover,Limit,1,16917.25,16921.00,Cancelled,0,0,1,K.Chan Offset 1 A,,8690afe5-b240-42cc-a048-ecc14800e0cd261543802,12/21/2023 9:34:14 AM,,
MNQ MAR24,Sell short,Market,1,16922.75,16922.75,Filled,1,16918.25,0,Sell Market Entry C,,,12/21/2023 9:34:14 AM,,
MNQ MAR24,Sell short,Market,1,16922.75,16922.75,Filled,1,16917.75,0,Sell Market Entry B,,,12/21/2023 9:34:14 AM,,
MNQ MAR24,Sell short,Market,1,16922.75,16922.75,Filled,1,16917.75,0,Sell Market Entry A,,,12/21/2023 9:34:14 AM,,
MNQ MAR24,Sell,Limit,1,16918.50,16918.50,Cancelled,0,0,1,K.Chan Offset 3 C,,87d4cddb-eb2f-4985-8e6c-a517a2ec6cd6350368393,12/21/2023 9:34:10 AM,,
MNQ MAR24,Sell,Limit,1,16918.00,16918.00,Cancelled,0,0,1,K.Chan Offset 2 B,,8f0a9724-2b85-40c7-8b48-755626961dae767976770,12/21/2023 9:34:10 AM,,
MNQ MAR24,Sell,Limit,1,16917.50,16917.50,Cancelled,0,0,1,K.Chan Offset 1 A,,dffcae30-d7ca-492e-a690-9e6a4b10b9b8891805839,12/21/2023 9:34:10 AM,,
MNQ MAR24,Sell,Stop Market,1,16916.50,16916.50,Filled,1,16916.25,0,Stop Loss Keltner channel C,,87d4cddb-eb2f-4985-8e6c-a517a2ec6cd6350368393,12/21/2023 9:34:10 AM,,
MNQ MAR24,Sell,Stop Market,1,16916.50,16916.50,Filled,1,16916.25,0,Stop Loss Keltner channel B,,8f0a9724-2b85-40c7-8b48-755626961dae767976770,12/21/2023 9:34:10 AM,,
MNQ MAR24,Sell,Stop Market,1,16916.50,16916.50,Filled,1,16916.25,0,Stop Loss Keltner channel A,,dffcae30-d7ca-492e-a690-9e6a4b10b9b8891805839,12/21/2023 9:34:10 AM,,
MNQ MAR24,Buy,Market,1,16916.25,16916.25,Filled,1,16915.75,0,Buy Market Entry C,,,12/21/2023 9:34:09 AM,,
MNQ MAR24,Buy,Market,1,16916.25,16916.25,Filled,1,16915.75,0,Buy Market Entry B,,,12/21/2023 9:34:09 AM,,
MNQ MAR24,Buy,Market,1,16916.25,16916.25,Filled,1,16915.75,0,Buy Market Entry A,,,12/21/2023 9:34:09 AM,,
MNQ MAR24,Sell,Limit,1,16919.50,16919.50,Cancelled,0,0,1,K.Chan Offset 3 C,,2507492d-4144-4fed-b569-c35f602e112e683760534,12/21/2023 9:34:08 AM,,
MNQ MAR24,Sell,Limit,1,16919.00,16919.00,Cancelled,0,0,1,K.Chan Offset 2 B,,2305d370-21dc-498d-9ec1-3576b570b254100741133,12/21/2023 9:34:08 AM,,
MNQ MAR24,Sell,Limit,1,16919.00,16919.00,Cancelled,0,0,1,K.Chan Offset 1 A,,a54ac5c4-64b8-4165-932d-80f213d7c01c673469273,12/21/2023 9:34:08 AM,,
MNQ MAR24,Sell,Stop Market,1,16917.75,16917.75,Filled,1,16917.75,0,Stop Loss Keltner channel C,,2507492d-4144-4fed-b569-c35f602e112e683760534,12/21/2023 9:34:08 AM,,
MNQ MAR24,Sell,Stop Market,1,16917.75,16917.75,Filled,1,16917.75,0,Stop Loss Keltner channel B,,2305d370-21dc-498d-9ec1-3576b570b254100741133,12/21/2023 9:34:08 AM,,
MNQ MAR24,Sell,Stop Market,1,16917.75,16917.75,Filled,1,16917.75,0,Stop Loss Keltner channel A,,a54ac5c4-64b8-4165-932d-80f213d7c01c673469273,12/21/2023 9:34:08 AM,,
MNQ MAR24,Buy,Market,1,16918.25,16918.25,Filled,1,16918.5,0,Buy Market Entry C,,,12/21/2023 9:34:06 AM,,
MNQ MAR24,Buy,Market,1,16918.25,16918.25,Filled,1,16918.5,0,Buy Market Entry B,,,12/21/2023 9:34:06 AM,,
MNQ MAR24,Buy,Market,1,16918.25,16918.25,Filled,1,16918.5,0,Buy Market Entry A,,,12/21/2023 9:34:06 AM,,
MNQ MAR24,Buy to cover,Limit,1,16922.25,16922.25,Cancelled,0,0,1,K.Chan Offset 3 C,,eb184982-99c9-49b1-ae5c-069a5bb7caf0408981101,12/21/2023 9:34:03 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16924.25,16924.25,Filled,1,16924.5,0,Stop Loss Keltner channel C,,eb184982-99c9-49b1-ae5c-069a5bb7caf0408981101,12/21/2023 9:34:02 AM,,
MNQ MAR24,Buy to cover,Limit,1,16922.75,16922.75,Cancelled,0,0,1,K.Chan Offset 2 B,,6e871b6f-58cf-43d6-971b-ff4b557b8a93954634368,12/21/2023 9:34:02 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16924.25,16924.25,Cancelled,0,0,1,Stop Loss Keltner channel A,,2ee24ab6-deab-4833-98f1-ed77df51a25a1616275015,12/21/2023 9:34:02 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16924.25,16924.25,Filled,1,16924.25,0,Stop Loss Keltner channel B,,6e871b6f-58cf-43d6-971b-ff4b557b8a93954634368,12/21/2023 9:34:02 AM,,
MNQ MAR24,Buy to cover,Limit,1,16923.25,16923.25,Filled,1,16923.25,0,K.Chan Offset 1 A,,2ee24ab6-deab-4833-98f1-ed77df51a25a1616275015,12/21/2023 9:34:02 AM,,
MNQ MAR24,Sell short,Market,1,16924.25,16924.25,Filled,1,16923.75,0,Sell Market Entry C,,,12/21/2023 9:34:02 AM,,
MNQ MAR24,Sell short,Market,1,16924.25,16924.25,Filled,1,16923.75,0,Sell Market Entry B,,,12/21/2023 9:34:02 AM,,
MNQ MAR24,Sell short,Market,1,16924.25,16924.25,Filled,1,16923.75,0,Sell Market Entry A,,,12/21/2023 9:34:02 AM,,
MNQ MAR24,Sell,Stop Market,1,16922.00,16922.00,Cancelled,0,0,1,Stop Loss Keltner channel C,,ed89322c-fb6f-46cf-82c8-851d11fc097c1386177825,12/21/2023 9:34:00 AM,,
MNQ MAR24,Sell,Stop Market,1,16921.50,16921.50,Cancelled,0,0,1,Stop Loss Keltner channel A,,5c3f4789-99c0-494d-9873-e1f8eb8eb9071668364067,12/21/2023 9:34:00 AM,,
MNQ MAR24,Sell,Limit,1,16923.00,16923.00,Filled,1,16923,0,K.Chan Offset 3 C,,ed89322c-fb6f-46cf-82c8-851d11fc097c1386177825,12/21/2023 9:34:00 AM,,
MNQ MAR24,Sell,Limit,1,16922.00,16922.00,Filled,1,16922.25,0,K.Chan Offset 1 A,,5c3f4789-99c0-494d-9873-e1f8eb8eb9071668364067,12/21/2023 9:34:00 AM,,
MNQ MAR24,Sell,Limit,1,16922.75,16922.75,Cancelled,0,0,1,K.Chan Offset 2 B,,47824ce7-122a-4694-b72b-4e528d716baf1618652873,12/21/2023 9:34:00 AM,,
MNQ MAR24,Sell,Stop Market,1,16921.75,16921.75,Filled,1,16921.75,0,Stop Loss Keltner channel B,,47824ce7-122a-4694-b72b-4e528d716baf1618652873,12/21/2023 9:33:59 AM,,
MNQ MAR24,Buy,Market,1,16921.25,16921.25,Filled,1,16921.5,0,Buy Market Entry C,,,12/21/2023 9:33:59 AM,,
MNQ MAR24,Buy,Market,1,16921.25,16921.25,Filled,1,16921.5,0,Buy Market Entry B,,,12/21/2023 9:33:59 AM,,
MNQ MAR24,Buy,Market,1,16921.25,16921.25,Filled,1,16921.5,0,Buy Market Entry A,,,12/21/2023 9:33:59 AM,,
MNQ MAR24,Sell,Limit,1,16928.00,16928.00,Cancelled,0,0,1,K.Chan Offset 3 C,,6d88582d-6921-4c14-b0f1-dc2e4f9c2fd7911244689,12/21/2023 9:33:56 AM,,
MNQ MAR24,Sell,Limit,1,16927.50,16927.50,Cancelled,0,0,1,K.Chan Offset 2 B,,9bb0d43b-2619-4d72-a230-f2ea3e16e43a121463089,12/21/2023 9:33:56 AM,,
MNQ MAR24,Sell,Limit,1,16927.00,16927.00,Cancelled,0,0,1,K.Chan Offset 1 A,,49a2a4aa-b112-4022-8b97-7b0609595ae11800665039,12/21/2023 9:33:56 AM,,
MNQ MAR24,Sell,Stop Market,1,16925.50,16925.50,Filled,1,16925.25,0,Stop Loss Keltner channel C,,6d88582d-6921-4c14-b0f1-dc2e4f9c2fd7911244689,12/21/2023 9:33:56 AM,,
MNQ MAR24,Sell,Stop Market,1,16925.50,16925.50,Filled,1,16925.25,0,Stop Loss Keltner channel B,,9bb0d43b-2619-4d72-a230-f2ea3e16e43a121463089,12/21/2023 9:33:56 AM,,
MNQ MAR24,Sell,Stop Market,1,16925.50,16925.50,Filled,1,16925.25,0,Stop Loss Keltner channel A,,49a2a4aa-b112-4022-8b97-7b0609595ae11800665039,12/21/2023 9:33:56 AM,,
MNQ MAR24,Buy,Market,1,16925.25,16925.25,Filled,1,16925.5,0,Buy Market Entry C,,,12/21/2023 9:33:55 AM,,
MNQ MAR24,Buy,Market,1,16925.25,16925.25,Filled,1,16925.5,0,Buy Market Entry B,,,12/21/2023 9:33:55 AM,,
MNQ MAR24,Buy,Market,1,16925.25,16925.25,Filled,1,16925.75,0,Buy Market Entry A,,,12/21/2023 9:33:55 AM,,
MNQ MAR24,Sell,Limit,1,16930.00,16930.00,Cancelled,0,0,1,K.Chan Offset 3 C,,4539452f-78d1-48f6-aa6d-e6108a759d452011092114,12/21/2023 9:33:51 AM,,
MNQ MAR24,Sell,Limit,1,16929.50,16929.50,Cancelled,0,0,1,K.Chan Offset 2 B,,93ae57c1-5d8d-4797-b92e-38b8c904f3e82069719429,12/21/2023 9:33:51 AM,,
MNQ MAR24,Sell,Limit,1,16929.00,16929.00,Cancelled,0,0,1,K.Chan Offset 1 A,,e781c403-4f8b-425f-a623-5a9cac6a1bd21464820265,12/21/2023 9:33:51 AM,,
MNQ MAR24,Sell,Stop Market,1,16928.00,16928.00,Filled,1,16928,0,Stop Loss Keltner channel C,,4539452f-78d1-48f6-aa6d-e6108a759d452011092114,12/21/2023 9:33:51 AM,,
MNQ MAR24,Sell,Stop Market,1,16928.00,16928.00,Filled,1,16928,0,Stop Loss Keltner channel B,,93ae57c1-5d8d-4797-b92e-38b8c904f3e82069719429,12/21/2023 9:33:51 AM,,
MNQ MAR24,Sell,Stop Market,1,16928.00,16928.00,Filled,1,16928,0,Stop Loss Keltner channel A,,e781c403-4f8b-425f-a623-5a9cac6a1bd21464820265,12/21/2023 9:33:51 AM,,
MNQ MAR24,Buy,Market,1,16927.75,16927.75,Filled,1,16927.75,0,Buy Market Entry C,,,12/21/2023 9:33:50 AM,,
MNQ MAR24,Buy,Market,1,16927.75,16927.75,Filled,1,16927.75,0,Buy Market Entry B,,,12/21/2023 9:33:50 AM,,
MNQ MAR24,Buy,Market,1,16927.75,16927.75,Filled,1,16927.75,0,Buy Market Entry A,,,12/21/2023 9:33:50 AM,,
MNQ MAR24,Sell,Limit,1,16930.00,16930.00,Cancelled,0,0,1,K.Chan Offset 3 C,,eecf64fb-bddf-4c8f-b1a6-ef416e76483a77583544,12/21/2023 9:33:49 AM,,
MNQ MAR24,Sell,Limit,1,16929.50,16929.50,Cancelled,0,0,1,K.Chan Offset 2 B,,2e6c6ca6-60cc-47ac-9244-84552febc6e8354760777,12/21/2023 9:33:49 AM,,
MNQ MAR24,Sell,Limit,1,16929.00,16929.00,Cancelled,0,0,1,K.Chan Offset 1 A,,df8fe527-5d0e-4f2a-a55f-89eafd6b69bd547022183,12/21/2023 9:33:49 AM,,
MNQ MAR24,Sell,Stop Market,1,16927.00,16927.00,Filled,1,16927,0,Stop Loss Keltner channel C,,eecf64fb-bddf-4c8f-b1a6-ef416e76483a77583544,12/21/2023 9:33:49 AM,,
MNQ MAR24,Sell,Stop Market,1,16927.00,16927.00,Filled,1,16927,0,Stop Loss Keltner channel B,,2e6c6ca6-60cc-47ac-9244-84552febc6e8354760777,12/21/2023 9:33:49 AM,,
MNQ MAR24,Sell,Stop Market,1,16927.00,16927.00,Filled,1,16927,0,Stop Loss Keltner channel A,,df8fe527-5d0e-4f2a-a55f-89eafd6b69bd547022183,12/21/2023 9:33:49 AM,,
MNQ MAR24,Buy,Market,1,16927.75,16927.75,Filled,1,16928.5,0,Buy Market Entry C,,,12/21/2023 9:33:49 AM,,
MNQ MAR24,Buy,Market,1,16927.75,16927.75,Filled,1,16928.5,0,Buy Market Entry B,,,12/21/2023 9:33:49 AM,,
MNQ MAR24,Buy,Market,1,16927.75,16927.75,Filled,1,16928.5,0,Buy Market Entry A,,,12/21/2023 9:33:49 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16928.25,16928.25,Cancelled,0,0,1,Stop Loss Keltner channel C,,efd7788d-73d0-4608-bcad-74ee634a5059660072607,12/21/2023 9:33:47 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16928.25,16928.25,Cancelled,0,0,1,Stop Loss Keltner channel B,,c719e89d-d577-4501-8fd3-5d6a4076b81a1494474739,12/21/2023 9:33:47 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16928.25,16928.25,Cancelled,0,0,1,Stop Loss Keltner channel A,,7844307f-0a3c-44ad-b5f8-ee5d231ea9121384660817,12/21/2023 9:33:47 AM,,
MNQ MAR24,Buy to cover,Limit,1,16927.25,16927.25,Filled,1,16927.25,0,K.Chan Offset 3 C,,efd7788d-73d0-4608-bcad-74ee634a5059660072607,12/21/2023 9:33:47 AM,,
MNQ MAR24,Buy to cover,Limit,1,16928.50,16928.50,Filled,1,16927.75,0,K.Chan Offset 1 A,,7844307f-0a3c-44ad-b5f8-ee5d231ea9121384660817,12/21/2023 9:33:47 AM,,
MNQ MAR24,Buy to cover,Limit,1,16927.75,16927.75,Filled,1,16927.75,0,K.Chan Offset 2 B,,c719e89d-d577-4501-8fd3-5d6a4076b81a1494474739,12/21/2023 9:33:47 AM,,
MNQ MAR24,Sell short,Market,1,16929.25,16929.25,Filled,1,16928.5,0,Sell Market Entry C,,,12/21/2023 9:33:47 AM,,
MNQ MAR24,Sell short,Market,1,16929.25,16929.25,Filled,1,16928.5,0,Sell Market Entry B,,,12/21/2023 9:33:47 AM,,
MNQ MAR24,Sell short,Market,1,16929.25,16929.25,Filled,1,16929,0,Sell Market Entry A,,,12/21/2023 9:33:47 AM,,
MNQ MAR24,Sell,Limit,1,16930.50,16930.50,Cancelled,0,0,1,K.Chan Offset 3 C,,b64fb9ab-b94e-497f-bee7-76fffac18d76425894937,12/21/2023 9:33:44 AM,,
MNQ MAR24,Sell,Limit,1,16930.25,16930.25,Cancelled,0,0,1,K.Chan Offset 2 B,,87924b7b-832c-4f83-8978-57305962fca7411510932,12/21/2023 9:33:44 AM,,
MNQ MAR24,Sell,Stop Market,1,16928.50,16928.25,Filled,1,16927.75,0,Stop Loss Keltner channel C,,b64fb9ab-b94e-497f-bee7-76fffac18d76425894937,12/21/2023 9:33:44 AM,,
MNQ MAR24,Sell,Limit,1,16930.25,16930.25,Cancelled,0,0,1,K.Chan Offset 1 A,,80340ddf-e204-4f12-84ee-96a196abe0181316078865,12/21/2023 9:33:44 AM,,
MNQ MAR24,Sell,Stop Market,1,16928.75,16928.75,Filled,1,16928.75,0,Stop Loss Keltner channel B,,87924b7b-832c-4f83-8978-57305962fca7411510932,12/21/2023 9:33:44 AM,,
MNQ MAR24,Sell,Stop Market,1,16928.75,16928.75,Filled,1,16929,0,Stop Loss Keltner channel A,,80340ddf-e204-4f12-84ee-96a196abe0181316078865,12/21/2023 9:33:44 AM,,
MNQ MAR24,Buy,Market,1,16928.75,16928.75,Filled,1,16929.75,0,Buy Market Entry C,,,12/21/2023 9:33:44 AM,,
MNQ MAR24,Buy,Market,1,16928.75,16928.75,Filled,1,16929.25,0,Buy Market Entry B,,,12/21/2023 9:33:44 AM,,
MNQ MAR24,Buy,Market,1,16928.75,16928.75,Filled,1,16929.75,0,Buy Market Entry A,,,12/21/2023 9:33:44 AM,,
MNQ MAR24,Sell,Limit,1,16933.50,16933.50,Cancelled,0,0,1,K.Chan Offset 3 C,,76040079-7084-44fa-b8fe-a288f7d8f3d9422389204,12/21/2023 9:33:40 AM,,
MNQ MAR24,Sell,Limit,1,16933.00,16933.00,Cancelled,0,0,1,K.Chan Offset 2 B,,ad15c25f-ce54-4eae-85b7-76550418b883942761124,12/21/2023 9:33:40 AM,,
MNQ MAR24,Sell,Limit,1,16932.50,16932.50,Cancelled,0,0,1,K.Chan Offset 1 A,,e1165722-2318-49ca-91ae-2a182460b769316248973,12/21/2023 9:33:40 AM,,
MNQ MAR24,Sell,Stop Market,1,16931.25,16931.25,Filled,1,16931.25,0,Stop Loss Keltner channel C,,76040079-7084-44fa-b8fe-a288f7d8f3d9422389204,12/21/2023 9:33:39 AM,,
MNQ MAR24,Sell,Stop Market,1,16931.25,16931.25,Filled,1,16931.25,0,Stop Loss Keltner channel B,,ad15c25f-ce54-4eae-85b7-76550418b883942761124,12/21/2023 9:33:39 AM,,
MNQ MAR24,Sell,Stop Market,1,16931.25,16931.25,Filled,1,16931.25,0,Stop Loss Keltner channel A,,e1165722-2318-49ca-91ae-2a182460b769316248973,12/21/2023 9:33:39 AM,,
MNQ MAR24,Buy,Market,1,16931.75,16931.75,Filled,1,16931.75,0,Buy Market Entry C,,,12/21/2023 9:33:39 AM,,
MNQ MAR24,Buy,Market,1,16931.75,16931.75,Filled,1,16931.75,0,Buy Market Entry B,,,12/21/2023 9:33:39 AM,,
MNQ MAR24,Buy,Market,1,16931.75,16931.75,Filled,1,16931.75,0,Buy Market Entry A,,,12/21/2023 9:33:39 AM,,
MNQ MAR24,Sell,Limit,1,16934.50,16934.50,Cancelled,0,0,1,K.Chan Offset 3 C,,cc00b574-3309-4f9c-8852-37652b363b60418866182,12/21/2023 9:33:38 AM,,
MNQ MAR24,Sell,Limit,1,16934.00,16934.00,Cancelled,0,0,1,K.Chan Offset 2 B,,c99037a9-1737-47bd-b488-cf073584580f204341648,12/21/2023 9:33:38 AM,,
MNQ MAR24,Sell,Stop Market,1,16932.50,16932.50,Filled,1,16932.5,0,Stop Loss Keltner channel C,,cc00b574-3309-4f9c-8852-37652b363b60418866182,12/21/2023 9:33:38 AM,,
MNQ MAR24,Sell,Stop Market,1,16932.50,16932.50,Filled,1,16932.5,0,Stop Loss Keltner channel B,,c99037a9-1737-47bd-b488-cf073584580f204341648,12/21/2023 9:33:38 AM,,
MNQ MAR24,Sell,Stop Market,1,16932.50,16932.50,Cancelled,0,0,1,Stop Loss Keltner channel A,,95a9e2c3-a3d8-4a17-bfca-f05b3d7e69e71019107511,12/21/2023 9:33:38 AM,,
MNQ MAR24,Sell,Limit,1,16933.75,16933.75,Filled,1,16933.75,0,K.Chan Offset 1 A,,95a9e2c3-a3d8-4a17-bfca-f05b3d7e69e71019107511,12/21/2023 9:33:38 AM,,
MNQ MAR24,Buy,Market,1,16932.25,16932.25,Filled,1,16933,0,Buy Market Entry C,,,12/21/2023 9:33:37 AM,,
MNQ MAR24,Buy,Market,1,16932.25,16932.25,Filled,1,16933,0,Buy Market Entry B,,,12/21/2023 9:33:37 AM,,
MNQ MAR24,Buy,Market,1,16932.25,16932.25,Filled,1,16933,0,Buy Market Entry A,,,12/21/2023 9:33:37 AM,,
MNQ MAR24,Buy to cover,Limit,1,16932.50,16932.50,Cancelled,0,0,1,K.Chan Offset 3 C,,c8072dd2-9aa9-4a04-949b-52e9e6647c3f675026567,12/21/2023 9:33:33 AM,,
MNQ MAR24,Buy to cover,Limit,1,16933.00,16933.00,Cancelled,0,0,1,K.Chan Offset 2 B,,6b9fc614-5bc4-4320-91e5-28adafc32a671101600592,12/21/2023 9:33:33 AM,,
MNQ MAR24,Buy to cover,Limit,1,16933.50,16933.50,Cancelled,0,0,1,K.Chan Offset 1 A,,c8665b08-ea71-45be-83c2-b02bd703a1991766230579,12/21/2023 9:33:33 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16934.50,16935.00,Filled,1,16935,0,Stop Loss Keltner channel C,,c8072dd2-9aa9-4a04-949b-52e9e6647c3f675026567,12/21/2023 9:33:33 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16934.50,16935.00,Filled,1,16935,0,Stop Loss Keltner channel B,,6b9fc614-5bc4-4320-91e5-28adafc32a671101600592,12/21/2023 9:33:33 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16934.50,16935.00,Filled,1,16935,0,Stop Loss Keltner channel A,,c8665b08-ea71-45be-83c2-b02bd703a1991766230579,12/21/2023 9:33:33 AM,,
MNQ MAR24,Sell short,Market,1,16933.75,16933.75,Filled,1,16934.25,0,Sell Market Entry C,,,12/21/2023 9:33:31 AM,,
MNQ MAR24,Sell short,Market,1,16933.75,16933.75,Filled,1,16934.25,0,Sell Market Entry B,,,12/21/2023 9:33:31 AM,,
MNQ MAR24,Sell short,Market,1,16933.75,16933.75,Filled,1,16934.25,0,Sell Market Entry A,,,12/21/2023 9:33:31 AM,,
MNQ MAR24,Sell,Limit,1,16934.50,16934.50,Cancelled,0,0,1,K.Chan Offset 3 C,,44063c5b-012b-4957-ba91-f955613f27dd528457204,12/21/2023 9:33:30 AM,,
MNQ MAR24,Sell,Stop Market,1,16933.50,16933.50,Filled,1,16933.5,0,Stop Loss Keltner channel C,,44063c5b-012b-4957-ba91-f955613f27dd528457204,12/21/2023 9:33:30 AM,,
MNQ MAR24,Sell,Stop Market,1,16932.50,16932.50,Cancelled,0,0,1,Stop Loss Keltner channel B,,bb759f8b-0ce1-43c4-9758-11357da96d231543471961,12/21/2023 9:33:30 AM,,
MNQ MAR24,Sell,Stop Market,1,16932.50,16932.50,Cancelled,0,0,1,Stop Loss Keltner channel A,,b8dae1df-4ab4-45ff-a2e5-96aeb07543e3204813161,12/21/2023 9:33:29 AM,,
MNQ MAR24,Sell,Limit,1,16934.00,16934.00,Filled,1,16934,0,K.Chan Offset 2 B,,bb759f8b-0ce1-43c4-9758-11357da96d231543471961,12/21/2023 9:33:29 AM,,
MNQ MAR24,Sell,Limit,1,16933.50,16933.50,Filled,1,16934,0,K.Chan Offset 1 A,,b8dae1df-4ab4-45ff-a2e5-96aeb07543e3204813161,12/21/2023 9:33:29 AM,,
MNQ MAR24,Buy,Market,1,16931.75,16931.75,Filled,1,16931.5,0,Buy Market Entry C,,,12/21/2023 9:33:29 AM,,
MNQ MAR24,Buy,Market,1,16931.75,16931.75,Filled,1,16931.5,0,Buy Market Entry B,,,12/21/2023 9:33:29 AM,,
MNQ MAR24,Buy,Market,1,16931.75,16931.75,Filled,1,16931.5,0,Buy Market Entry A,,,12/21/2023 9:33:29 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16933.00,16933.00,Cancelled,0,0,1,Stop Loss Keltner channel C,,433e10f9-2176-47a8-8288-e7962d2ac3361953243433,12/21/2023 9:33:28 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16933.00,16933.00,Cancelled,0,0,1,Stop Loss Keltner channel B,,8a666792-fee7-4a2f-b86c-9762c9870f8e518286398,12/21/2023 9:33:28 AM,,
MNQ MAR24,Buy to cover,Limit,1,16931.50,16931.50,Filled,1,16931.5,0,K.Chan Offset 3 C,,433e10f9-2176-47a8-8288-e7962d2ac3361953243433,12/21/2023 9:33:28 AM,,
MNQ MAR24,Buy to cover,Limit,1,16932.00,16932.00,Filled,1,16932,0,K.Chan Offset 2 B,,8a666792-fee7-4a2f-b86c-9762c9870f8e518286398,12/21/2023 9:33:28 AM,,
MNQ MAR24,Buy to cover,Limit,1,16932.25,16932.25,Cancelled,0,0,1,K.Chan Offset 1 A,,fccd81f6-70f7-4a90-9d71-b5676b84cd841239952361,12/21/2023 9:33:27 AM,,
MNQ MAR24,Buy to cover,Stop Market,1,16933.75,16933.75,Filled,1,16934,0,Stop Loss Keltner channel A,,fccd81f6-70f7-4a90-9d71-b5676b84cd841239952361,12/21/2023 9:33:27 AM,,
MNQ MAR24,Sell short,Market,1,16933.25,16933.25,Filled,1,16933.25,0,Sell Market Entry C,,,12/21/2023 9:33:27 AM,,
MNQ MAR24,Sell short,Market,1,16933.25,16933.25,Filled,1,16933.25,0,Sell Market Entry B,,,12/21/2023 9:33:27 AM,,
MNQ MAR24,Sell short,Market,1,16933.25,16933.25,Filled,1,16933.25,0,Sell Market Entry A,,,12/21/2023 9:33:27 AM,,
MNQ MAR24,Buy to cover,Limit,1,16930.50,16930.50,Cancelled,0,0,1,K.Chan Offset 3 C,,13809025-b4c1-4b43-bda8-ff088ab395bf1381289061,12/21/2023 9:33:25 AM,,
MNQ MAR24,Buy to cover,Limit,1,16931.00,16931.00,Cancelled,0,0,1,K.Chan Offset 2 B,,99e5f1e5-8e60-4ffb-a631-ff8d459101d91055568534,12/21/2023 9:33:25 AM,,
MNQ MAR24,Buy to cover,Limit,1,16931.50,16931.50,Cancelled,0,0,1,K.Chan Offset 1 A,,5014797a-1129-4af1-b567-ff7a3d38d6c7158570200,12/21/2023 9:33:25 AM,,
